Be0, Be1, Be2, Be3, Be4, Be5, Be6, Be7, Be8, Be9, Be10, Be11, Be12, Be13, Be14, Be15, Be16, Be17, Be18, Be19, Be20, Be21, Be22, Be23, Be24, Be25, Where 26, Where 27, Where 28, Where 29, Where 30, Where 31, Where 32, Where 33, Where 34, Where 35, Where 36, Where 37, Where 38, Where 39, Where 40, Where 41, Where 42, Where 43, Where 44, Where 49, Where 50, Where 51, Where 52, Where 53, Where 54 Where 55, Where 56, Where 57, Where 58, Where 59, Where 60, Where 61, Where 62, Where 63, Where 64, Where 65, Where 66, Where 67, Where 68, Where 69, Where 70, Where 71, Where 72, Where 73, Where 74, Where 75, Where 76, Where 77, Where 78, Where 79, Where 80, Where 81, Where 82, Where 83, Where 84, Where 85, Where 86, Where 87, Where 88, Where 89, Where 90, Where 91, Where 92
20,0.14975198,0.12194614,0.14909911,0.16703319,0.15719376,0.15799537,0.16364392,0.13200094,0.13014203,0.15861846,0.13811349,0.1438302,0.098725589,0.089011423,0.078655103,0.096332547,0.10220873,0.065469803,0.10884598,0.10035718,0.0,0.085257242,0.066006972,0.10146927,0.21588602,0.21080897,0.25357336,0.20901414,0.18469013,0.23925384,0.25156047,0.20273363,0.20235206,0.18013273,0.21569778,0.24275497,0.2097176,0.22376065,0.15598263,0.14252481,0.21078419,0.21137048,0.16639639,0.15871349,0.22076223,0.23168533,0.23123662,0.24185841,0.21274142,0.22399904,0.22019209,0.2324397,0.24879637,0.23332493,0.2439116,0.21652807,0.23687092,0.24777288,0.21231658,0.21715286,0.22254881,0.2407379,0.23923897,0.22545026,0.22491193,0.2191206,0.23521644,0.23475409,0.19626158,0.22970578,0.22704353,0.22250515,0.2271647,0.23993842,0.23602431,0.23837737,0.24962723,0.23999726,0.22288861,0.22470813,0.23378888,0.22704474,0.23776588,0.22414941,0.22715202,0.22514617,0.22946255,0.23092292
21,0.15845391,0.14205,0.16321929,0.13958658,0.17856058,0.14275954,0.1444613,0.15069188,0.14531911,0.1315322,0.14288061,0.15188082,0.060067296,0.058131919,0.09448343,0.061446098,0.049127898,0.085866857,0.063514988,0.066841769,0.085257242,0.0,0.084685602,0.059657409,0.21941414,0.20693251,0.25478804,0.20788517,0.17407742,0.24084737,0.2571172,0.20673152,0.21284895,0.15976643,0.2138549,0.24373617,0.20670932,0.21557324,0.14563404,0.13911166,0.20993452,0.2086491,0.15337465,0.15272938,0.24843811,0.25173111,0.2518485,0.25381166,0.23426262,0.24109898,0.23468324,0.25936685,0.25877503,0.25218606,0.26458677,0.23617426,0.23877874,0.25171972,0.23936296,0.23711836,0.24824732,0.24746593,0.24542013,0.24442345,0.24099593,0.23446933,0.23581369,0.23429169,0.21488554,0.21530958,0.21535698,0.22146575,0.22832316,0.23216856,0.22985253,0.23099827,0.25372838,0.24333699,0.22044414,0.23705903,0.22262469,0.22838382,0.25207696,0.21757914,0.22715569,0.23232906,0.23041329,0.21775877
22,0.14251958,0.13139677,0.14885216,0.15988122,0.16424541,0.15288712,0.151338,0.1388513,0.13242913,0.15544066,0.13177179,0.14326375,0.098842664,0.086685973,0.043638195,0.10439525,0.095942002,0.030939484,0.1069402,0.10055097,0.066006972,0.084685602,0.0,0.10263278,0.21279232,0.21540786,0.24904339,0.2076433,0.18468567,0.23519066,0.24502494,0.20735715,0.20509187,0.17151086,0.21188056,0.2317826,0.20262901,0.21256471,0.1526142,0.1392005,0.20101359,0.20425909,0.15416044,0.15171274,0.22828615,0.24736851,0.23260682,0.23973567,0.22583379,0.22645962,0.23977888,0.24494565,0.24828653,0.24501323,0.2526148,0.22169791,0.23713541,0.2426301,0.23469824,0.23289354,0.22821504,0.2398957,0.24096382,0.23956141,0.23668291,0.22934184,0.23559211,0.24006235,0.19448523,0.2352182,0.2411718,0.23723246,0.23821643,0.25477534,0.23686089,0.24114934,0.26067014,0.25354325,0.22454552,0.22808702,0.23940705,0.23343722,0.25322828,0.22609662,0.23042977,0.2396014,0.24086909,0.24037281
23,0.16740485,0.14881159,0.1715355,0.14367979,0.18176916,0.14913339,0.15191982,0.14896695,0.14647798,0.13634912,0.14441409,0.14713069,0.062921655,0.068200655,0.10879458,0.038487048,0.056309327,0.099871638,0.056976826,0.047739106,0.10146927,0.059657409,0.10263278,0.0,0.21732652,0.20592464,0.25899966,0.21198937,0.17897631,0.24274998,0.25770313,0.20335571,0.2139531,0.17137176,0.20950624,0.25374431,0.21227615,0.21652033,0.14163632,0.13567336,0.21834945,0.21832776,0.15593817,0.15374082,0.25094036,0.25500122,0.25691661,0.26647901,0.25375997,0.25627217,0.24292212,0.25493289,0.27442952,0.2624839,0.27860378,0.2465748,0.24962227,0.26972339,0.24412463,0.23874781,0.2495726,0.2546896,0.26166469,0.25234668,0.24645536,0.25436849,0.24484523,0.24200784,0.22572949,0.23281175,0.22781865,0.22970532,0.23282938,0.25599067,0.24670937,0.241033,0.25562276,0.25432931,0.2263188,0.24953256,0.24156475,0.23490594,0.25926107,0.23930057,0.25190275,0.23556055,0.23910396,0.23100182
24,0.26110585,0.24381779,0.26222373,0.24003167,0.23492813,0.23897372,0.2432681,0.25577045,0.24755858,0.23167695,0.25364607,0.25320075,0.20957715,0.22063284,0.22110732,0.213692,0.2222607,0.22042626,0.22630795,0.20965058,0.21588602,0.21941414,0.21279232,0.21732652,0.0,0.095225365,0.14080325,0.10748517,0.13258286,0.09633475,0.14354645,0.10086305,0.090792357,0.15464344,0.12610398,0.15752925,0.15340483,0.15659545,0.1574762,0.15914852,0.17127232,0.17033502,0.15628728,0.15617447,0.24439526,0.27572343,0.25552022,0.25832407,0.25537609,0.24996764,0.25532474,0.24969909,0.26121177,0.27111908,0.25884891,0.24310836,0.26179167,0.26485579,0.25777194,0.24302371,0.25134593,0.26497046,0.24840359,0.26082697,0.25532508,0.26409844,0.27022974,0.29397767,0.25905598,0.28615988,0.2795859,0.26485113,0.29125255,0.27883934,0.2863028,0.27649843,0.30162626,0.29251017,0.27413398,0.27271909,0.26993864,0.30129333,0.3019978,0.27044048,0.26493658,0.29483142,0.27427004,0.28612219
25,0.2644716,0.24655609,0.26856842,0.24420184,0.23487717,0.24098262,0.24847247,0.26248533,0.25035901,0.23829406,0.25443231,0.25924759,0.20712414,0.20814647,0.22555736,0.20182683,0.20819957,0.21619348,0.21872417,0.20405461,0.21080897,0.20693251,0.21540786,0.20592464,0.095225365,0.0,0.15086425,0.12047119,0.12384706,0.096645024,0.15805092,0.068193153,0.066140459,0.13855296,0.1040851,0.17290884,0.1322143,0.13501121,0.13370973,0.13492167,0.14979642,0.14805047,0.13688134,0.14125417,0.25712781,0.28816503,0.26675803,0.25784744,0.26462903,0.25969701,0.27070422,0.2620501,0.26448113,0.28345829,0.26848972,0.25523466,0.26518774,0.26544749,0.26998061,0.2531297,0.26211311,0.27262463,0.2562768,0.27763837,0.2696283,0.27561577,0.2656686,0.30826698,0.27242923,0.28348501,0.26915638,0.26102401,0.29238065,0.28793494,0.2890851,0.28169215,0.30632768,0.29751769,0.27250973,0.28499612,0.26697353,0.30128546,0.30492249,0.27650407,0.27332774,0.29337864,0.27848425,0.27108572
26,0.28230916,0.28604051,0.27970526,0.26262502,0.25977698,0.25727567,0.26031069,0.2756504,0.28218336,0.26051773,0.28840991,0.27316979,0.24923688,0.25407874,0.25593366,0.25666026,0.25863406,0.25549213,0.26796825,0.24800651,0.25357336,0.25478804,0.24904339,0.25899966,0.14080325,0.15086425,0.0,0.14961283,0.17404534,0.1260449,0.024722907,0.14250515,0.14280103,0.19181852,0.17062051,0.085161217,0.16469304,0.16878136,0.18973883,0.19727129,0.1694909,0.16956722,0.18749908,0.18764131,0.25681823,0.29064777,0.26766307,0.26475896,0.26931024,0.26560254,0.27861563,0.27605863,0.25733954,0.27910565,0.25960243,0.25736607,0.24358259,0.26836681,0.2790252,0.26688268,0.26497204,0.24757254,0.25497736,0.27544803,0.26819033,0.27499101,0.24527346,0.28763332,0.26463899,0.28432331,0.29011394,0.24855741,0.28634137,0.28735634,0.2725874,0.26528179,0.29092583,0.27287355,0.2702992,0.26052116,0.25456737,0.28470516,0.27728743,0.25692908,0.24745003,0.28471117,0.25769918,0.29272688
27,0.24327589,0.23467172,0.24845856,0.22735256,0.24383639,0.21723932,0.21886043,0.24410237,0.24110029,0.22128985,0.24560862,0.23110779,0.20619844,0.21371254,0.21465841,0.20759307,0.21294307,0.20789514,0.21466027,0.20292855,0.20901414,0.20788517,0.2076433,0.21198937,0.10748517,0.12047119,0.14961283,0.0,0.12825262,0.13803561,0.15356737,0.11585958,0.10294613,0.14672948,0.11421275,0.16885373,0.131183,0.12869043,0.15101449,0.15468378,0.11827324,0.12510869,0.14714104,0.14851762,0.25700558,0.27662452,0.26337805,0.25775581,0.26560036,0.25979746,0.25620248,0.25969925,0.26498995,0.26895136,0.2638899,0.25181361,0.24814962,0.26434956,0.25698607,0.24791652,0.26498199,0.24675423,0.25910517,0.25893679,0.25707676,0.26972993,0.25573688,0.27054543,0.24991352,0.29250119,0.27923173,0.26431091,0.27036075,0.26764881,0.28052271,0.27989587,0.28001938,0.2694996,0.27620816,0.27717127,0.26541574,0.27473836,0.28453856,0.26561446,0.26334813,0.26234695,0.27067925,0.27689099
28,0.24688918,0.22940474,0.249661,0.20872789,0.2019614,0.2003371,0.20762987,0.2492188,0.23854105,0.19851582,0.24691633,0.23466433,0.17126056,0.1738858,0.19653615,0.17374417,0.17888177,0.18487975,0.17867943,0.16554805,0.18469013,0.17407742,0.18468567,0.17897631,0.13258286,0.12384706,0.17404534,0.12825262,0.0,0.14868645,0.17695323,0.12535685,0.12182484,0.052097458,0.12121787,0.18521493,0.13418125,0.13906302,0.078195821,0.084797244,0.13593392,0.13180657,0.068860623,0.074101292,0.25192176,0.27943725,0.26421726,0.24895479,0.25732401,0.25742823,0.26084203,0.25939887,0.24782433,0.27032978,0.26440624,0.24903053,0.24819743,0.2526419,0.26173695,0.2488418,0.25647112,0.25517451,0.24532378,0.25988195,0.26052412,0.26807869,0.24793006,0.27795539,0.25604793,0.25602346,0.26307888,0.25570644,0.26889991,0.26620639,0.26390938,0.25928023,0.28038013,0.26933757,0.25438039,0.26488349,0.25264128,0.27455822,0.27083974,0.24234243,0.25643726,0.27160421,0.25642651,0.26358747
29,0.25493223,0.26297925,0.2542343,0.24747367,0.24138454,0.24129603,0.24759481,0.25838664,0.25516103,0.24154894,0.26211397,0.25683926,0.23362984,0.2404495,0.2393367,0.23721083,0.24594091,0.2414952,0.2466173,0.23417312,0.23925384,0.24084737,0.23519066,0.24274998,0.09633475,0.096645024,0.1260449,0.13803561,0.14868645,0.0,0.12467398,0.10044718,0.095564088,0.16443333,0.13900428,0.15719869,0.13486067,0.13920872,0.16854445,0.17211032,0.15591209,0.15347365,0.15921516,0.16035659,0.27980697,0.29912898,0.28432922,0.2705399,0.28266081,0.28034845,0.2849362,0.27705408,0.27268163,0.29602227,0.27581615,0.26854445,0.2672929,0.27871497,0.28851198,0.2818014,0.27849456,0.27740011,0.26242566,0.2824546,0.28705952,0.29297454,0.27137083,0.30755375,0.25691839,0.28792764,0.30158887,0.27083388,0.30078967,0.28231258,0.27621792,0.27942337,0.30679751,0.28842916,0.27352033,0.27199493,0.26956022,0.31182333,0.2993855,0.26272028,0.2545719,0.30024222,0.28455349,0.2961707
30,0.28043638,0.28533426,0.27716865,0.25867574,0.25685204,0.25224266,0.25559361,0.27139995,0.28373496,0.2612918,0.28736499,0.27199346,0.25289209,0.2533781,0.2529134,0.26014166,0.26051181,0.25089774,0.26769361,0.24818515,0.25156047,0.2571172,0.24502494,0.25770313,0.14354645,0.15805092,0.024722907,0.15356737,0.17695323,0.12467398,0.0,0.14695786,0.14500258,0.19708475,0.16399577,0.08901697,0.1611324,0.1622371,0.19186901,0.1994464,0.16923087,0.16186671,0.19092581,0.19040891,0.26010015,0.29448124,0.27060189,0.26652273,0.27104116,0.2687573,0.28196013,0.2800294,0.25549325,0.28050197,0.262744,0.26014657,0.24369516,0.2720897,0.28371381,0.27134252,0.26756687,0.24945597,0.2618158,0.27466924,0.27133913,0.27900123,0.24659295,0.28595772,0.26429614,0.29504796,0.2985742,0.25441314,0.28441898,0.28857628,0.27821934,0.27642213,0.28443019,0.27222297,0.2818788,0.26285926,0.26516521,0.28664158,0.27521634,0.25674052,0.24870168,0.28579515,0.2626506,0.30044821
31,0.25984713,0.23102663,0.260078,0.23556714,0.24001278,0.22460588,0.23456984,0.25517914,0.24504759,0.23194451,0.25202252,0.25444341,0.20978745,0.21346991,0.21552664,0.20392993,0.21051467,0.20602445,0.21907487,0.20705166,0.20273363,0.20673152,0.20735715,0.20335571,0.10086305,0.068193153,0.14250515,0.11585958,0.12535685,0.10044718,0.14695786,0.0,0.063023927,0.14300719,0.11921452,0.16577374,0.1325811,0.14197208,0.14454843,0.14288268,0.15491255,0.15713568,0.14323589,0.14523319,0.2482999,0.28532816,0.2586565,0.26100058,0.26013354,0.24993221,0.26728921,0.25788735,0.26847188,0.28185997,0.2627421,0.25015896,0.25593036,0.2689553,0.26688191,0.24703066,0.25669882,0.26124463,0.25389857,0.27152503,0.26506236,0.26609187,0.26298189,0.29397416,0.25201589,0.28884854,0.27812352,0.26461097,0.28487888,0.27747971,0.28429247,0.28226737,0.29989472,0.2910609,0.27636683,0.2735703,0.26677874,0.29096811,0.30099823,0.2653059,0.2643311,0.28330219,0.27054538,0.27961143
32,0.25944382,0.2404437,0.26039976,0.23775607,0.24188916,0.22507921,0.23115064,0.25314793,0.24846349,0.23200883,0.25350632,0.25141087,0.20757081,0.2158352,0.21651715,0.21039789,0.21534275,0.20917035,0.22018563,0.20446672,0.20235206,0.21284895,0.20509187,0.2139531,0.090792357,0.066140459,0.14280103,0.10294613,0.12182484,0.095564088,0.14500258,0.063023927,0.0,0.13953929,0.11467092,0.16068374,0.1353924,0.14333532,0.1421786,0.1470399,0.16344969,0.16016273,0.13979621,0.139593,0.24113014,0.28335605,0.2539512,0.27190649,0.25208631,0.25240758,0.26273439,0.25558136,0.27252749,0.27906745,0.26278174,0.24459399,0.26003333,0.26983711,0.26273121,0.24500315,0.25194323,0.26767612,0.26403446,0.26764994,0.26240415,0.26216615,0.26363944,0.29193189,0.24965315,0.27908057,0.2810804,0.25484843,0.27982278,0.2782088,0.27578101,0.27473217,0.29047738,0.27918112,0.26932152,0.26426392,0.2560255,0.29176079,0.29186969,0.25655788,0.25226032,0.28574407,0.25887817,0.28729812
33,0.23796278,0.23014183,0.24230044,0.20210108,0.18814742,0.19512207,0.19944148,0.23480688,0.22866189,0.18948508,0.23801876,0.23752548,0.15527449,0.16585781,0.18360904,0.16540266,0.16544316,0.17519139,0.16290204,0.16069612,0.18013273,0.15976643,0.17151086,0.17137176,0.15464344,0.13855296,0.19181852,0.14672948,0.052097458,0.16443333,0.19708475,0.14300719,0.13953929,0.0,0.14511342,0.17716004,0.13222325,0.14199,0.067780459,0.07583229,0.13690023,0.1338153,0.045679655,0.061719812,0.24822323,0.26291405,0.24365146,0.248057,0.25084296,0.2457558,0.24872372,0.25623724,0.25083624,0.25113197,0.26058499,0.23726179,0.26962312,0.23884319,0.24805877,0.24992163,0.25000384,0.27608969,0.24437364,0.24752049,0.25064992,0.25510228,0.26725469,0.29193289,0.24798826,0.25327377,0.26615756,0.27740636,0.29465487,0.29078205,0.26967927,0.28082185,0.30482962,0.27357647,0.26422381,0.27726481,0.2525929,0.30076692,0.28814212,0.25077817,0.26264673,0.29636416,0.2754917,0.27585148
34,0.25219682,0.24596103,0.26348057,0.23558626,0.23875729,0.2288859,0.23202801,0.25536646,0.25044016,0.23278634,0.25038769,0.24612272,0.21052059,0.20825858,0.22205628,0.2126082,0.21493376,0.21222134,0.22676739,0.20180575,0.21569778,0.2138549,0.21188056,0.20950624,0.12610398,0.1040851,0.17062051,0.11421275,0.12121787,0.13900428,0.16399577,0.11921452,0.11467092,0.14511342,0.0,0.1837326,0.089165606,0.087242343,0.14667375,0.14914992,0.13481444,0.12862062,0.14527129,0.153489,0.25695427,0.28192907,0.2674957,0.25010856,0.26430408,0.25697331,0.26154554,0.26325711,0.25737451,0.27339205,0.27110811,0.25340251,0.25324124,0.2619017,0.25985935,0.25049696,0.26919307,0.25721934,0.25779777,0.26513366,0.2624765,0.26685063,0.25834057,0.2749804,0.25837999,0.27267652,0.26843596,0.25670346,0.275169,0.26904606,0.27779078,0.27529691,0.28426722,0.27782024,0.27269338,0.27783717,0.26717768,0.28452333,0.28719535,0.26758377,0.26573684,0.27617545,0.26320407,0.27923827
35,0.26344305,0.2784421,0.26371215,0.2609695,0.22844976,0.25620221,0.25951045,0.24995578,0.26714186,0.25568624,0.27110146,0.26635107,0.23913969,0.24915975,0.23771963,0.25679544,0.25081811,0.24356364,0.25742304,0.2414713,0.24275497,0.24373617,0.2317826,0.25374431,0.15752925,0.17290884,0.085161217,0.16885373,0.18521493,0.15719869,0.08901697,0.16577374,0.16068374,0.17716004,0.1837326,0.0,0.15381806,0.15570812,0.18496128,0.18738815,0.16429508,0.16131561,0.17085364,0.17446777,0.24007667,0.26515348,0.23883329,0.2426021,0.24662698,0.23405219,0.25287683,0.25620234,0.24036587,0.23944812,0.24360661,0.22921417,0.24071009,0.23491908,0.25184044,0.2458112,0.24543034,0.23938559,0.23574775,0.25066109,0.24532057,0.24767799,0.23602646,0.28405651,0.2413012,0.26655351,0.27309245,0.26400311,0.28542759,0.283635,0.26598513,0.2769103,0.2972291,0.2556893,0.2687975,0.26000193,0.24483091,0.28013627,0.27638944,0.26194239,0.24394914,0.28007943,0.26922569,0.28552748
36,0.22437445,0.2393966,0.22729863,0.22207461,0.21578369,0.21058137,0.21462488,0.23249296,0.22235437,0.21029324,0.23239086,0.23465299,0.19929053,0.21114877,0.20752544,0.21380699,0.21450182,0.20618548,0.22075383,0.2018997,0.2097176,0.20670932,0.20262901,0.21227615,0.15340483,0.1322143,0.16469304,0.131183,0.13418125,0.13486067,0.1611324,0.1325811,0.1353924,0.13222325,0.089165606,0.15381806,0.0,0.047761357,0.14502733,0.14557343,0.10588989,0.10373599,0.12314098,0.13638971,0.25078033,0.26080462,0.24923139,0.23492122,0.25339162,0.24271107,0.25377106,0.25326949,0.2483648,0.24693659,0.25860287,0.23941909,0.25934036,0.24660002,0.24895375,0.24787327,0.25400496,0.26119842,0.2505376,0.24532108,0.24739799,0.25083218,0.26061447,0.28843657,0.23311087,0.26251337,0.26834835,0.27595611,0.29166403,0.2772829,0.2646146,0.28284874,0.30258361,0.26796911,0.26657827,0.27648894,0.25724781,0.29807805,0.28946817,0.25588353,0.25252223,0.28540119,0.27957418,0.27992284
37,0.23015201,0.24619352,0.23149218,0.2214855,0.22897071,0.20488403,0.20992217,0.24279358,0.23060872,0.2055197,0.24489017,0.24260365,0.2076898,0.21651856,0.21866723,0.22218054,0.22010182,0.21584638,0.22760072,0.20651118,0.22376065,0.21557324,0.21256471,0.21652033,0.15659545,0.13501121,0.16878136,0.12869043,0.13906302,0.13920872,0.1622371,0.14197208,0.14333532,0.14199,0.087242343,0.15570812,0.047761357,0.0,0.1573552,0.15627471,0.10521788,0.093391908,0.13627276,0.14758728,0.2602415,0.27600831,0.2602996,0.24351166,0.26310147,0.2556709,0.26832746,0.26157299,0.26003542,0.26071165,0.26595446,0.24790315,0.26483591,0.25587775,0.26367366,0.26352756,0.26338311,0.2612979,0.25952686,0.25494404,0.25711202,0.26339984,0.26095241,0.28887822,0.23489179,0.26142876,0.28049025,0.27902326,0.29607513,0.28012776,0.26597245,0.28343393,0.30298176,0.26650585,0.26701723,0.2767472,0.26332227,0.30091931,0.29138231,0.25474878,0.25257866,0.29045298,0.28881285,0.28944945
38,0.22149781,0.19945297,0.22501262,0.20966788,0.18200646,0.20028563,0.20724949,0.2143369,0.2078275,0.19540222,0.20833275,0.21625656,0.13199586,0.14239083,0.16852162,0.13527601,0.14673248,0.15502308,0.14874853,0.13495871,0.15598263,0.14563404,0.1526142,0.14163632,0.1574762,0.13370973,0.18973883,0.15101449,0.078195821,0.16854445,0.19186901,0.14454843,0.1421786,0.067780459,0.14667375,0.18496128,0.14502733,0.1573552,0.0,0.038260294,0.14244505,0.14298174,0.048431037,0.057933792,0.25337287,0.2670488,0.24763676,0.25186789,0.24799985,0.24565098,0.24770242,0.25701434,0.257782,0.26038625,0.26701724,0.23563342,0.25579424,0.25136103,0.24955593,0.24326128,0.24827177,0.26360476,0.24954733,0.25122634,0.25071049,0.25108549,0.25320164,0.29027868,0.24323476,0.2472455,0.25727993,0.26014593,0.27893363,0.27944568,0.27437037,0.2625258,0.29360631,0.27241362,0.25656403,0.27296666,0.24938348,0.28567921,0.28643648,0.24926924,0.26061111,0.28168885,0.26419646,0.26972758
39,0.22313661,0.19675661,0.22407955,0.20185128,0.17882489,0.19392979,0.20026908,0.21243581,0.20204235,0.18866144,0.20886168,0.21742192,0.1281911,0.13816786,0.15055508,0.12466498,0.14124503,0.14288736,0.14028478,0.13104054,0.14252481,0.13911166,0.1392005,0.13567336,0.15914852,0.13492167,0.19727129,0.15468378,0.084797244,0.17211032,0.1994464,0.14288268,0.1470399,0.07583229,0.14914992,0.18738815,0.14557343,0.15627471,0.038260294,0.0,0.14376314,0.14504171,0.054213506,0.05329821,0.24366285,0.27022766,0.24539502,0.25019111,0.2464631,0.2379386,0.2463233,0.25125855,0.2565648,0.25990766,0.26666304,0.23745658,0.24806888,0.24939515,0.249512,0.24488761,0.24780594,0.25633681,0.24865185,0.25261646,0.2512699,0.25534546,0.24847547,0.28305192,0.24035379,0.24362815,0.24553105,0.25772261,0.26763966,0.27900215,0.26288275,0.26284629,0.28592401,0.26398875,0.24925479,0.26786108,0.24273512,0.27082812,0.27576996,0.24843113,0.26090404,0.27111936,0.26358359,0.25864282
40,0.22458957,0.24285541,0.23410153,0.2127483,0.20613526,0.20801171,0.20754265,0.23306004,0.2268349,0.20574652,0.23349571,0.23093445,0.20389021,0.20557919,0.20829955,0.21945222,0.21325452,0.20607922,0.22192054,0.20314985,0.21078419,0.20993452,0.20101359,0.21834945,0.17127232,0.14979642,0.1694909,0.11827324,0.13593392,0.15591209,0.16923087,0.15491255,0.16344969,0.13690023,0.13481444,0.16429508,0.10588989,0.10521788,0.14244505,0.14376314,0.0,0.027898809,0.12804232,0.13840253,0.238829,0.26018621,0.24535337,0.2302426,0.24471542,0.22917032,0.24880144,0.24677783,0.23039761,0.24570827,0.24877452,0.22715055,0.23253374,0.23396993,0.2508556,0.24796403,0.24117985,0.23731696,0.23796663,0.24331039,0.24467975,0.24486231,0.2289878,0.25944872,0.24126584,0.2356395,0.25038408,0.26207726,0.25334473,0.26095782,0.24333188,0.25234256,0.25704587,0.23423842,0.23729939,0.25358858,0.23327422,0.26105699,0.24332682,0.23112876,0.23731701,0.25119658,0.26183888,0.26369329
41,0.21786218,0.23478238,0.22322731,0.22072882,0.21360224,0.20386529,0.20567206,0.22716215,0.22071673,0.21494877,0.22703947,0.22418461,0.2088605,0.20415758,0.21217314,0.21528568,0.21374517,0.2091257,0.22282854,0.20403344,0.21137048,0.2086491,0.20425909,0.21832776,0.17033502,0.14805047,0.16956722,0.12510869,0.13180657,0.15347365,0.16186671,0.15713568,0.16016273,0.1338153,0.12862062,0.16131561,0.10373599,0.093391908,0.14298174,0.14504171,0.027898809,0.0,0.12874728,0.13809588,0.243073,0.25976246,0.2490101,0.22929541,0.2472422,0.23303711,0.25384993,0.24533596,0.23655382,0.25452352,0.25372636,0.22853192,0.23352798,0.23922319,0.25326633,0.24921765,0.24242323,0.23479777,0.23925624,0.24235685,0.24661009,0.25266455,0.22869859,0.25561107,0.23333926,0.24147954,0.25589532,0.25666736,0.24897777,0.25460179,0.25190749,0.25230482,0.25885074,0.24082664,0.24674949,0.24848136,0.24376196,0.25570384,0.24298649,0.22105757,0.23162027,0.25089654,0.2571933,0.263524
42,0.22890637,0.21985453,0.22891586,0.2005773,0.18194684,0.19114807,0.19818359,0.22435093,0.21185738,0.18744733,0.22387543,0.22657532,0.14570605,0.15062802,0.16747505,0.14896914,0.16362792,0.1584731,0.15434013,0.1433181,0.16639639,0.15337465,0.15416044,0.15593817,0.15628728,0.13688134,0.18749908,0.14714104,0.068860623,0.15921516,0.19092581,0.14323589,0.13979621,0.045679655,0.14527129,0.17085364,0.12314098,0.13627276,0.048431037,0.054213506,0.12804232,0.12874728,0.0,0.045347382,0.24242036,0.26687331,0.23866856,0.25099768,0.24695231,0.2399607,0.25031549,0.2554585,0.26119251,0.25325417,0.26533906,0.23409149,0.25740225,0.24718641,0.24825847,0.24734637,0.24087877,0.2666933,0.25337499,0.2469866,0.24553,0.24495601,0.25244617,0.28931459,0.23818403,0.23728586,0.25639391,0.26392239,0.27931078,0.28296789,0.25998773,0.27021,0.29206902,0.26078459,0.25042784,0.26882184,0.24250779,0.28490866,0.27585317,0.24624746,0.25497504,0.280997,0.26154492,0.26419781
43,0.22077901,0.21123099,0.22376491,0.20438197,0.17870691,0.19456966,0.19862725,0.21906217,0.20379955,0.19096656,0.21624724,0.21804474,0.14014504,0.15063085,0.16520548,0.14576474,0.15492447,0.15900128,0.15553734,0.14254811,0.15871349,0.15272938,0.15171274,0.15374082,0.15617447,0.14125417,0.18764131,0.14851762,0.074101292,0.16035659,0.19040891,0.14523319,0.139593,0.061719812,0.153489,0.17446777,0.13638971,0.14758728,0.057933792,0.05329821,0.13840253,0.13809588,0.045347382,0.0,0.24549722,0.26581889,0.23804259,0.24793512,0.24948871,0.24124215,0.25516099,0.25045244,0.25874204,0.25764055,0.26503943,0.23427571,0.24962934,0.24820191,0.24986754,0.25500531,0.24903167,0.25660111,0.25102452,0.25003304,0.24737387,0.251006,0.24859718,0.27590971,0.24256734,0.24356835,0.26679475,0.2715455,0.26983438,0.28442753,0.27036665,0.26965205,0.28670248,0.26002737,0.25226186,0.2732453,0.25397751,0.27746399,0.27728632,0.25229506,0.26394206,0.27543063,0.27194724,0.26773568
44,0.26095144,0.26420271,0.25469515,0.24269243,0.22323853,0.25343516,0.25446573,0.25188451,0.26104258,0.25114999,0.26177969,0.25547884,0.24944907,0.24950239,0.23565572,0.24803726,0.24351233,0.23152978,0.25881436,0.24770831,0.22076223,0.24843811,0.22828615,0.25094036,0.24439526,0.25712781,0.25681823,0.25700558,0.25192176,0.27980697,0.26010015,0.2482999,0.24113014,0.24822323,0.25695427,0.24007667,0.25078033,0.2602415,0.25337287,0.24366285,0.238829,0.243073,0.24242036,0.24549722,0.0,0.11480261,0.081191144,0.19211018,0.087567912,0.06790688,0.12303101,0.061411371,0.17655568,0.11518481,0.091209824,0.088996233,0.22201154,0.16817391,0.10655092,0.097762351,0.098635163,0.21868387,0.1756238,0.115587,0.11142009,0.081318104,0.23219804,0.24828802,0.20201503,0.23040178,0.23485574,0.24627751,0.26237968,0.24877627,0.27538065,0.26586347,0.27456876,0.2661715,0.25090325,0.25302308,0.25704158,0.26235271,0.26278474,0.23904866,0.2591254,0.25803846,0.22548368,0.24008021
